_id,author,book_engname,book_thainame,category,Genre,interpreter,psedonym,bookcode,isbn,memberid,no_page,no_published,publisher,recapitulation,register_date
60f4462be4cc509c143732a1,นับดาว,Risk a heart turn of love,เสี่ยงหัวใจพลิกไฟรัก,นวนิยาย,,,,0000000001,9.78975E+12,,282,1,อรุณกรุงเทพฯ,เมื่อได้พบและสบตา ก็หลงรักตั้งแต่คราแรกเห็น แต่ดวงชะตาดารากลับเบี่ยงเบน ไม่ให้เขาได้คลองคู่ ทว่าหัวใจเจาะจง รักเองได้ ก็ต้องกำหนดชีวิตเองได้,2021-07-17T17:00:00.000Z
